elapsed_sec,latency_ms,target_pressure_pct,actual_pressure_pct
329.457956,2.983704,0.0,70.007453
330.111185,2.965714,0.0,70.00871
330.76869,3.078096,0.0,70.017085
331.415558,3.013485,0.0,70.011696
332.076492,2.828972,0.0,70.007808
332.72911,3.258078,0.0,70.006331
333.381246,2.887883,0.0,70.006661
334.038529,3.200447,0.0,70.007116
334.681173,3.297418,0.0,70.003924
335.329865,3.196777,0.0,70.007748
335.992705,3.047195,0.0,70.005681
336.64165,3.007975,0.0,70.004971
337.299783,3.241557,0.0,70.008081
337.950632,2.712502,0.0,70.013104
338.604464,3.088245,0.0,70.013595
339.251016,3.215637,0.0,70.007614
339.909359,3.117666,0.0,70.008746
340.561292,3.507681,0.0,70.00776
341.218105,2.946744,0.0,70.010105
341.86256,3.065705,0.0,70.010679
342.514857,3.093296,0.0,70.006986
343.177493,2.942494,0.0,70.006428
343.830333,3.152286,0.0,70.007335
344.493783,3.116096,0.0,70.008497
345.145104,2.941394,0.0,70.00803
345.797279,3.407439,0.0,70.006012
346.460137,3.329328,0.0,70.00931
347.111875,3.139917,0.0,70.008849
347.761879,3.108786,0.0,70.0061
348.417126,3.031085,0.0,70.002856
349.05997,3.232877,0.0,70.003924
349.713064,2.966384,0.0,70.00698
350.370026,3.133296,0.0,70.013116
351.033917,2.729302,0.0,70.012318
351.689368,3.277607,0.0,70.012594
352.339885,3.374999,0.0,70.0081
352.989599,2.810013,0.0,70.008594
353.638061,2.735771,0.0,70.011893
354.294924,2.698481,0.0,70.012967
354.942254,3.111366,0.0,70.012287
355.592525,2.976705,0.0,70.012651
356.252122,2.959794,0.0,70.011583
356.899165,3.133876,0.0,70.010394
357.547409,3.064105,0.0,70.007711
358.200791,2.738622,0.0,70.010627
358.850229,2.464188,0.0,70.009141
359.505134,3.548981,0.0,70.004592
360.147322,2.745082,0.0,70.009635
360.806036,3.101016,0.0,70.012736
361.459839,2.974824,0.0,70.011438
362.108434,2.63365,0.0,70.003955
362.761134,2.947404,0.0,70.012457
363.415396,3.052625,0.0,70.009848
364.069461,2.875704,0.0,70.008613
364.726484,3.166946,0.0,70.007669
365.39603,2.525839,0.0,70.009869
366.044508,3.147177,0.0,70.00512
366.704189,3.195126,0.0,70.008418
367.355199,3.042746,0.0,70.003053
368.010483,2.989534,0.0,70.006713
368.67916,3.148306,0.0,70.009065
369.337147,2.921464,0.0,70.010178
369.988551,3.094056,0.0,70.009489
370.654444,2.517329,0.0,70.010737
371.305887,2.792552,0.0,70.010467
371.966762,2.159845,0.0,70.010181
372.621371,2.539849,0.0,70.009426
373.268531,2.325797,0.0,70.010709
373.922548,2.936224,0.0,70.010843
374.579922,2.62309,0.0,70.010415
375.230492,2.823173,0.0,70.01091
375.882802,2.6522,0.0,70.015941
376.533951,2.514179,0.0,70.013216
377.183681,2.412888,0.0,70.009726
377.832891,2.769652,0.0,70.008995
378.47835,2.654821,0.0,70.007766
379.130062,2.555729,0.0,70.005614
379.782239,2.860733,0.0,70.00417
380.433726,2.499329,0.0,70.007077
381.084233,2.799692,0.0,70.004325
381.736029,2.830293,0.0,70.004325
382.387263,2.694571,0.0,70.004798
383.059755,2.883963,0.0,70.003824
383.716338,2.833163,0.0,70.006892
384.363112,2.566459,0.0,70.021327
385.011942,2.461689,0.0,70.01415
385.666043,3.196346,0.0,70.012679
386.316906,3.250758,0.0,70.012026
386.968379,2.848763,0.0,70.018329
387.625456,3.028085,0.0,70.008661
388.28054,2.974014,0.0,70.008658
388.935359,3.184527,0.0,70.007842
389.586495,2.988724,0.0,70.011632
390.243076,2.985335,0.0,70.011559
390.897799,3.276097,0.0,70.010421
391.547616,2.935864,0.0,70.013513
392.200006,3.050125,0.0,70.008904
392.862721,2.767813,0.0,70.015194
393.5206,2.61551,0.0,70.009034
394.174644,2.942094,0.0,70.011565
394.820837,2.885473,0.0,70.007827
395.475939,2.894523,0.0,70.006986
397.385947,4.270909,0.0,70.008564
398.039586,3.569372,0.0,70.014806
398.695938,3.601431,0.0,70.015762
399.349087,3.42517,0.0,70.023873
400.0033,3.180267,0.0,70.022331
400.665407,3.150026,0.0,70.020268
401.323748,3.544291,0.0,70.017722
401.981752,3.181937,0.0,70.01609
402.645226,3.220547,0.0,70.019443
403.297134,3.100106,0.0,70.012321
403.959711,3.232267,0.0,70.013216
404.608739,2.739182,0.0,70.01287
405.257415,3.078935,0.0,70.012967
405.908754,3.092986,0.0,70.017795
406.559876,3.47524,0.0,70.013923
407.214253,3.373789,0.0,70.010803
407.865671,3.265548,0.0,70.011019
408.5188,3.311338,0.0,70.014226
409.166584,3.233668,0.0,70.015804
409.820328,3.214187,0.0,70.014111
410.470858,3.47631,0.0,70.011331
411.151818,2.915804,0.0,70.013704
411.812886,3.234507,0.0,70.005105
412.466634,3.327518,0.0,70.009741
413.126152,3.3866,0.0,70.013228
413.768867,3.207077,0.0,70.013149
414.410225,3.194527,0.0,70.012673
415.057683,2.855793,0.0,70.012384
