query_index,elapsed_sec,target_pressure_pct,actual_pressure_pct,latency_ms
1,0.0,0.0,0.0,12.2337
2,0.0125,0.03,0.0,5.2819
3,0.0178,0.042,0.0,4.1247
4,0.022,0.052,0.0,3.0703
5,0.0251,0.06,0.0,3.7373
6,0.0288,0.069,0.0,3.2189
7,0.0321,0.076,0.05,3.4353
8,0.0356,0.084,0.06,3.2218
9,0.0388,0.092,0.06,3.4847
10,0.0423,0.101,0.06,2.546
11,0.0449,0.107,0.06,2.6825
12,0.0476,0.113,0.06,2.6756
13,0.0503,0.12,0.06,2.4804
14,0.0529,0.126,0.06,2.4055
15,0.0553,0.131,0.06,2.2791
16,0.0576,0.137,0.06,2.1919
17,0.0598,0.142,0.06,2.2609
18,0.0621,0.148,0.06,2.3559
19,0.0645,0.153,0.06,2.5702
20,0.0671,0.159,0.06,4.4684
21,0.0716,0.17,0.06,4.3447
22,0.076,0.181,0.109,3.478
23,0.0796,0.189,0.159,3.4719
24,0.0832,0.198,0.159,2.9415
25,0.0862,0.205,0.159,3.2504
26,0.0895,0.212,0.159,3.1063
27,0.0926,0.22,0.159,2.8792
28,0.0955,0.227,0.159,3.1987
29,0.0988,0.235,0.159,2.9744
30,0.1018,0.242,0.159,2.364
31,0.1042,0.247,0.159,2.4442
32,0.1067,0.253,0.159,2.3133
33,0.109,0.259,0.159,2.7595
34,0.1118,0.266,0.159,2.4181
35,0.1143,0.271,0.159,2.3233
36,0.1166,0.277,0.159,2.262
37,0.1189,0.282,0.159,2.5019
38,0.1214,0.288,0.159,2.2301
39,0.1237,0.294,0.159,2.2198
40,0.1259,0.299,0.159,3.4001
41,0.1294,0.307,0.159,3.647
42,0.1331,0.316,0.209,3.5732
43,0.1368,0.325,0.209,3.3711
44,0.1403,0.333,0.259,3.2488
45,0.1436,0.341,0.299,3.5391
46,0.1472,0.35,0.299,3.3
47,0.1505,0.358,0.299,3.0028
48,0.1536,0.365,0.299,3.0903
49,0.1567,0.372,0.299,2.8776
