query_index,elapsed_sec,target_pressure_pct,actual_pressure_pct,latency_ms
1,0.0,0.0,0.0,8.9945
2,0.0092,0.02,0.0,2.4001
3,0.0117,0.026,0.0,2.1476
4,0.0139,0.031,0.0,2.1491
5,0.0161,0.035,0.0,2.0373
6,0.0182,0.04,0.0,1.9057
7,0.0201,0.044,0.0,2.0773
8,0.0222,0.049,0.0,1.9647
9,0.0242,0.053,0.0,2.045
10,0.0263,0.058,0.0,2.5393
11,0.0289,0.064,0.0,2.5321
12,0.0315,0.069,0.05,2.9736
13,0.0345,0.076,0.053,2.7099
14,0.0373,0.082,0.053,2.1228
15,0.0395,0.087,0.053,2.0105
16,0.0415,0.091,0.053,1.7973
17,0.0434,0.095,0.053,1.8294
18,0.0452,0.099,0.053,2.0567
19,0.0473,0.104,0.053,1.8349
20,0.0492,0.108,0.053,1.8694
21,0.0511,0.112,0.053,1.7663
22,0.0529,0.116,0.053,1.7791
23,0.0547,0.12,0.053,1.8857
24,0.0566,0.125,0.053,1.8039
25,0.0584,0.129,0.053,1.8457
26,0.0603,0.133,0.053,1.7966
27,0.0621,0.137,0.053,1.9134
28,0.0641,0.141,0.053,2.0499
29,0.0662,0.146,0.053,2.6079
30,0.0688,0.151,0.053,2.1276
31,0.071,0.156,0.103,3.3704
32,0.0744,0.164,0.103,2.9249
33,0.0774,0.17,0.141,2.7318
34,0.0802,0.177,0.141,3.1014
35,0.0834,0.183,0.141,3.0523
36,0.0865,0.19,0.141,3.4736
37,0.09,0.198,0.141,3.1944
38,0.0933,0.205,0.141,2.4781
39,0.0958,0.211,0.141,1.8265
40,0.0977,0.215,0.141,1.8366
41,0.0995,0.219,0.141,1.7602
42,0.1013,0.223,0.141,1.7334
43,0.1031,0.227,0.141,1.8005
44,0.1049,0.231,0.141,1.7403
45,0.1067,0.235,0.141,1.8596
46,0.1086,0.239,0.141,1.724
47,0.1104,0.243,0.141,1.8083
48,0.1122,0.247,0.141,1.9412
49,0.1142,0.251,0.141,1.669
50,0.1159,0.255,0.141,2.087
51,0.118,0.26,0.141,1.8272
52,0.1199,0.264,0.141,2.4014
53,0.1223,0.269,0.141,3.3653
54,0.1257,0.277,0.141,3.4432
55,0.1293,0.284,0.191,2.962
56,0.1323,0.291,0.191,2.9833
57,0.1354,0.298,0.24,2.9422
58,0.1384,0.304,0.264,2.7767
59,0.1412,0.311,0.264,2.0085
60,0.1433,0.315,0.264,2.673
61,0.146,0.321,0.264,3.1505
62,0.1492,0.328,0.264,2.2799
63,0.1516,0.333,0.264,2.5474
64,0.1542,0.339,0.264,2.1187
65,0.1563,0.344,0.264,2.4538
66,0.1588,0.349,0.264,2.419
67,0.1613,0.355,0.264,2.1853
68,0.1635,0.36,0.264,2.3796
69,0.1659,0.365,0.264,2.3242
70,0.1683,0.37,0.264,1.7643
71,0.1701,0.374,0.264,2.691
72,0.1728,0.38,0.264,1.7531
73,0.1746,0.384,0.264,1.7947
74,0.1764,0.388,0.264,1.8094
75,0.1783,0.392,0.264,1.8041
76,0.1801,0.396,0.264,1.9022
77,0.182,0.4,0.264,1.8853
78,0.1839,0.405,0.264,2.0885
79,0.1861,0.409,0.264,1.7835
80,0.1879,0.413,0.264,1.719
81,0.1896,0.417,0.264,1.9027
82,0.1915,0.421,0.264,1.8335
83,0.1934,0.426,0.264,2.1364
84,0.1956,0.43,0.264,1.8362
85,0.1975,0.434,0.264,1.8554
86,0.1993,0.439,0.264,2.4171
87,0.2018,0.444,0.264,2.3199
88,0.2042,0.449,0.264,2.746
89,0.207,0.455,0.313,2.573
90,0.2097,0.461,0.313,3.3351
91,0.2131,0.469,0.363,2.5942
92,0.2158,0.475,0.413,2.6076
93,0.2184,0.481,0.413,3.196
94,0.2217,0.488,0.434,2.7707
95,0.2246,0.494,0.434,2.3509
96,0.227,0.499,0.434,2.5126
97,0.2295,0.505,0.434,2.6308
98,0.2322,0.511,0.434,2.4646
99,0.2347,0.516,0.434,2.4282
100,0.2372,0.522,0.434,2.445
101,0.2397,0.527,0.434,2.4545
102,0.2422,0.533,0.434,2.0212
103,0.2443,0.537,0.434,2.3911
104,0.2467,0.543,0.434,2.4187
105,0.2492,0.548,0.434,1.9077
106,0.2511,0.552,0.434,2.4868
107,0.2537,0.558,0.434,2.1441
108,0.2558,0.563,0.434,2.7534
109,0.2586,0.569,0.434,2.7298
110,0.2614,0.575,0.434,2.4941
111,0.2639,0.581,0.434,2.5759
112,0.2665,0.586,0.434,2.237
113,0.2688,0.591,0.434,2.8389
114,0.2717,0.598,0.434,2.3894
115,0.2741,0.603,0.434,2.1094
116,0.2762,0.608,0.434,1.9436
117,0.2782,0.612,0.434,1.8838
118,0.2801,0.616,0.434,1.838
119,0.282,0.62,0.434,1.697
120,0.2837,0.624,0.434,1.775
121,0.2855,0.628,0.434,1.9605
122,0.2875,0.633,0.434,1.9222
123,0.2895,0.637,0.434,2.0229
124,0.2915,0.641,0.434,1.8862
125,0.2935,0.646,0.434,1.833
126,0.2953,0.65,0.434,1.9174
127,0.2973,0.654,0.434,1.6731
128,0.299,0.658,0.434,1.7457
129,0.3008,0.662,0.434,1.9731
130,0.3028,0.666,0.434,2.7007
131,0.3055,0.672,0.434,2.4106
132,0.308,0.678,0.484,2.476
