query_index,elapsed_sec,target_pressure_pct,actual_pressure_pct,latency_ms,ef_search,controller_action,recent_window_p99_ms
1,0.0,0.0,0.0,12.0574,100,none,
2,0.0123,0.012,0.0,4.136,100,none,11.9782
3,0.0165,0.017,0.0,3.6774,100,none,11.899
4,0.0203,0.02,0.0,2.9765,100,none,11.8198
5,0.0233,0.023,0.0,2.6618,100,none,11.7405
6,0.026,0.026,0.0,2.6219,100,none,11.6613
7,0.0286,0.029,0.0,3.2041,100,none,11.5821
8,0.0319,0.032,0.026,2.7686,100,none,11.5029
9,0.0347,0.035,0.026,2.6212,100,none,11.4237
10,0.0373,0.037,0.026,2.3586,90,ef_down:100->90,11.3445
11,0.0413,0.041,0.026,2.6648,90,none,11.2653
12,0.044,0.044,0.026,2.3852,90,none,11.186
13,0.0464,0.046,0.026,2.4484,90,none,11.1068
14,0.0489,0.049,0.026,2.2449,90,none,11.0276
15,0.0512,0.051,0.026,2.4378,90,none,10.9484
16,0.0537,0.054,0.026,2.2496,90,none,10.8692
17,0.0559,0.056,0.026,2.2726,90,none,10.79
18,0.0582,0.058,0.026,3.5127,90,none,10.7108
19,0.0618,0.062,0.056,3.2033,90,none,10.6315
20,0.065,0.065,0.056,2.4441,90,none,10.5523
21,0.0675,0.068,0.056,2.2924,90,none,10.4731
22,0.0698,0.07,0.056,2.3109,90,none,10.3939
23,0.0722,0.072,0.056,2.4945,90,none,10.3147
24,0.0747,0.075,0.056,2.3079,90,none,10.2355
25,0.077,0.077,0.056,2.345,90,none,10.1563
26,0.0794,0.079,0.056,2.3686,90,none,10.077
27,0.0818,0.082,0.056,2.3705,90,none,9.9978
28,0.0842,0.084,0.056,2.3559,90,none,9.9186
29,0.0866,0.087,0.056,2.2902,90,none,9.8394
30,0.0889,0.089,0.056,2.4109,90,none,9.7602
31,0.0914,0.091,0.056,2.787,90,none,9.681
32,0.0942,0.094,0.089,3.0171,90,none,9.6018
33,0.0972,0.097,0.089,2.4981,90,none,9.5225
34,0.0998,0.1,0.089,2.8521,90,none,9.4433
35,0.1027,0.103,0.089,2.4649,80,ef_down:90->80,9.3641
36,0.1067,0.107,0.089,2.9453,80,none,9.2849
37,0.1097,0.11,0.089,2.3555,80,none,9.2057
38,0.1121,0.112,0.089,2.8511,80,none,9.1265
39,0.1149,0.115,0.089,2.2423,80,none,9.0473
40,0.1172,0.117,0.089,2.3324,80,none,8.968
41,0.1196,0.12,0.089,2.1681,80,none,8.8888
42,0.1218,0.122,0.089,2.1958,80,none,8.8096
43,0.124,0.124,0.089,2.4267,80,none,8.7304
44,0.1265,0.126,0.089,2.4353,80,none,8.6512
45,0.1289,0.129,0.124,3.152,80,none,8.572
