query_index,elapsed_sec,target_pressure_pct,actual_pressure_pct,latency_ms
1,0.0,0.0,0.0,11.5744
2,0.0118,0.012,0.0,3.7742
3,0.0156,0.016,0.0,3.253
4,0.0189,0.019,0.0,2.8899
5,0.0219,0.022,0.0,2.6016
6,0.0245,0.024,0.0,2.4609
7,0.027,0.027,0.0,2.9127
8,0.0299,0.03,0.024,3.7762
9,0.0337,0.034,0.024,2.6141
10,0.0364,0.036,0.024,2.3939
11,0.0388,0.039,0.024,2.3288
12,0.0412,0.041,0.024,2.3878
13,0.0436,0.044,0.024,2.3329
14,0.046,0.046,0.024,2.2712
15,0.0483,0.048,0.024,2.3915
16,0.0507,0.051,0.024,2.2959
17,0.053,0.053,0.024,2.2929
18,0.0553,0.055,0.024,2.5666
19,0.0579,0.058,0.024,2.6845
20,0.0606,0.061,0.024,3.2124
21,0.0639,0.064,0.058,3.4293
22,0.0674,0.067,0.058,3.5086
23,0.0709,0.071,0.058,2.7765
24,0.0738,0.074,0.058,2.42
25,0.0762,0.076,0.058,2.3808
26,0.0786,0.079,0.058,2.621
27,0.0813,0.081,0.058,2.6332
28,0.084,0.084,0.058,2.5592
29,0.0865,0.087,0.058,2.6439
30,0.0892,0.089,0.058,2.4313
31,0.0917,0.092,0.058,2.7139
32,0.0944,0.094,0.058,2.3682
33,0.0968,0.097,0.058,2.8612
34,0.0997,0.1,0.058,4.4611
35,0.1042,0.104,0.097,3.7398
36,0.108,0.108,0.097,3.5407
37,0.1117,0.112,0.097,3.7351
38,0.1154,0.115,0.097,2.591
39,0.1181,0.118,0.097,2.3936
40,0.1205,0.12,0.097,2.4606
41,0.123,0.123,0.097,2.4214
42,0.1254,0.125,0.097,2.4933
43,0.128,0.128,0.097,2.5237
44,0.1305,0.131,0.097,2.405
45,0.133,0.133,0.097,2.4443
46,0.1354,0.135,0.097,2.3033
47,0.1378,0.138,0.097,2.3455
48,0.1401,0.14,0.097,2.6997
49,0.1429,0.143,0.097,3.334
50,0.1463,0.146,0.14,4.685
51,0.1511,0.151,0.14,3.2574
52,0.1545,0.154,0.14,3.631
53,0.1582,0.158,0.14,2.92
54,0.1611,0.161,0.14,3.2225
55,0.1644,0.164,0.14,2.4976
56,0.1669,0.167,0.14,2.5404
57,0.1695,0.17,0.14,2.5898
58,0.1721,0.172,0.14,2.5926
59,0.1748,0.175,0.14,2.4183
60,0.1772,0.177,0.14,2.3347
61,0.1796,0.18,0.14,2.5477
62,0.1822,0.182,0.14,2.1999
63,0.1844,0.184,0.14,2.2246
64,0.1866,0.187,0.14,2.2607
65,0.1889,0.189,0.14,2.4383
66,0.1914,0.191,0.14,3.4626
67,0.1949,0.195,0.14,4.5567
68,0.1995,0.2,0.189,3.3616
69,0.203,0.203,0.189,3.4357
70,0.2064,0.206,0.189,2.8703
71,0.2093,0.209,0.189,3.0766
72,0.2124,0.212,0.189,3.041
73,0.2155,0.216,0.189,3.112
74,0.2187,0.219,0.189,3.4187
75,0.2221,0.222,0.189,2.3818
76,0.2245,0.225,0.189,2.2968
77,0.2268,0.227,0.189,2.2917
78,0.2292,0.229,0.189,2.5616
79,0.2318,0.232,0.189,2.3798
80,0.2342,0.234,0.189,2.2465
81,0.2364,0.236,0.189,2.389
82,0.2389,0.239,0.189,2.139
83,0.241,0.241,0.189,2.4561
84,0.2435,0.244,0.189,2.2509
85,0.2458,0.246,0.189,2.9746
86,0.2488,0.249,0.189,3.8416
87,0.2527,0.253,0.246,3.8539
88,0.2567,0.257,0.246,3.5157
89,0.2602,0.26,0.246,3.3897
90,0.2637,0.264,0.246,3.254
91,0.267,0.267,0.246,3.6039
92,0.2707,0.271,0.246,3.2195
93,0.2739,0.274,0.246,3.4437
94,0.2775,0.277,0.246,3.0549
95,0.2806,0.281,0.246,3.1265
96,0.2837,0.284,0.246,2.985
97,0.2868,0.287,0.246,2.8428
98,0.2897,0.29,0.246,2.535
99,0.2922,0.292,0.246,2.4242
100,0.2947,0.295,0.246,2.3675
101,0.2971,0.297,0.246,2.3021
102,0.2994,0.299,0.246,2.338
103,0.3018,0.302,0.246,2.4304
104,0.3043,0.304,0.246,2.3934
105,0.3067,0.307,0.246,2.332
106,0.3091,0.309,0.246,2.3819
107,0.3115,0.311,0.246,3.3265
108,0.3148,0.315,0.246,3.4556
109,0.3184,0.318,0.309,3.2716
110,0.3217,0.322,0.309,3.0087
111,0.3248,0.325,0.309,3.2211
112,0.328,0.328,0.309,3.2228
113,0.3313,0.331,0.309,3.6849
114,0.3351,0.335,0.309,3.0182
115,0.3381,0.338,0.309,3.5199
116,0.3417,0.342,0.309,3.2978
117,0.345,0.345,0.309,3.3493
118,0.3484,0.348,0.309,3.244
119,0.3517,0.352,0.309,3.2325
120,0.355,0.355,0.309,3.2919
121,0.3583,0.358,0.309,3.5
122,0.3619,0.362,0.309,3.1249
123,0.365,0.365,0.309,2.4785
