query_index,elapsed_sec,target_pressure_pct,actual_pressure_pct,latency_ms
1,0.0,0.0,0.0,11.6749
2,0.0119,0.025,0.0,4.0025
3,0.016,0.033,0.0,3.6081
4,0.0196,0.041,0.0,3.1746
5,0.0228,0.047,0.0,2.6905
6,0.0256,0.053,0.0,3.3345
7,0.029,0.06,0.0,3.8253
8,0.0329,0.068,0.053,3.9754
9,0.0369,0.076,0.053,2.8894
10,0.0399,0.082,0.053,2.4148
11,0.0423,0.087,0.053,2.3413
12,0.0447,0.092,0.053,2.6867
13,0.0474,0.098,0.053,2.6458
14,0.0501,0.104,0.053,2.5163
15,0.0527,0.109,0.053,2.4589
16,0.0552,0.114,0.053,2.3338
17,0.0575,0.119,0.053,2.3056
18,0.0598,0.124,0.053,2.7621
19,0.0626,0.129,0.053,2.5629
20,0.0652,0.135,0.053,3.598
21,0.0689,0.142,0.053,2.9795
22,0.0719,0.149,0.103,3.4925
23,0.0755,0.156,0.129,3.7452
24,0.0793,0.164,0.129,3.2423
25,0.0826,0.171,0.129,3.4262
26,0.0861,0.178,0.129,3.3452
27,0.0895,0.185,0.129,2.6929
28,0.0922,0.191,0.129,2.4536
29,0.0947,0.196,0.129,2.3885
30,0.0971,0.201,0.129,2.2592
31,0.0994,0.206,0.129,2.4582
32,0.1019,0.211,0.129,2.4784
33,0.1044,0.216,0.129,2.5109
34,0.107,0.221,0.129,2.8207
35,0.1098,0.227,0.129,2.3949
36,0.1123,0.232,0.129,2.5905
37,0.1149,0.237,0.129,2.6652
38,0.1176,0.243,0.129,3.571
39,0.1212,0.25,0.179,4.0003
40,0.1253,0.259,0.179,3.4787
41,0.1288,0.266,0.237,3.4351
42,0.1323,0.274,0.237,3.1014
43,0.1355,0.28,0.237,2.7844
44,0.1383,0.286,0.237,3.2044
45,0.1416,0.293,0.237,2.8278
46,0.1445,0.299,0.237,2.9874
47,0.1475,0.305,0.237,3.2777
48,0.1508,0.312,0.237,3.7115
49,0.1546,0.319,0.237,3.6314
50,0.1583,0.327,0.237,3.683
51,0.1621,0.335,0.237,2.7158
52,0.1649,0.341,0.237,2.5591
53,0.1675,0.346,0.237,2.4303
54,0.1699,0.351,0.237,2.3605
55,0.1723,0.356,0.237,2.3655
56,0.1747,0.361,0.237,2.3934
57,0.1771,0.366,0.237,2.2497
58,0.1794,0.371,0.237,2.4011
59,0.1818,0.376,0.237,2.3226
60,0.1842,0.381,0.237,2.3285
61,0.1866,0.386,0.237,2.7225
62,0.1893,0.391,0.237,3.3981
63,0.1928,0.398,0.237,3.6401
64,0.1965,0.406,0.287,3.2794
65,0.1999,0.413,0.337,3.8995
66,0.2038,0.421,0.337,3.9907
67,0.2079,0.43,0.386,3.7723
68,0.2117,0.438,0.386,3.6543
69,0.2154,0.445,0.386,3.2832
70,0.2188,0.452,0.386,3.1887
71,0.222,0.459,0.386,3.1174
72,0.2251,0.465,0.386,3.2129
73,0.2284,0.472,0.386,3.125
74,0.2316,0.479,0.386,3.4024
75,0.2351,0.486,0.386,3.0532
76,0.2382,0.492,0.386,3.3558
77,0.2416,0.499,0.386,3.5244
78,0.2451,0.507,0.386,4.1295
79,0.2493,0.515,0.386,3.0322
80,0.2524,0.522,0.386,3.3591
81,0.2558,0.529,0.386,2.8515
82,0.2587,0.535,0.386,2.4463
83,0.2612,0.54,0.386,2.8485
84,0.2641,0.546,0.386,2.495
85,0.2666,0.551,0.386,2.4185
86,0.269,0.556,0.386,2.2254
87,0.2713,0.561,0.386,2.297
88,0.2736,0.565,0.386,2.2328
89,0.2759,0.57,0.386,2.2957
90,0.2782,0.575,0.386,2.4657
91,0.2807,0.58,0.386,2.7085
92,0.2834,0.586,0.386,3.8934
93,0.2874,0.594,0.386,4.093
94,0.2916,0.603,0.435,3.6709
95,0.2953,0.61,0.485,3.5036
96,0.2989,0.618,0.535,3.8919
97,0.3029,0.626,0.535,4.431
98,0.3074,0.635,0.58,3.4279
99,0.3109,0.643,0.58,3.3703
100,0.3143,0.65,0.58,3.2688
101,0.3177,0.657,0.58,3.1317
102,0.3209,0.663,0.58,2.8917
103,0.3238,0.669,0.58,3.1248
104,0.327,0.676,0.58,2.7718
105,0.3298,0.682,0.58,3.0579
106,0.3329,0.688,0.58,2.9844
107,0.3359,0.694,0.58,3.5406
108,0.3395,0.702,0.58,3.461
109,0.343,0.709,0.58,3.6942
110,0.3467,0.717,0.58,3.1834
111,0.35,0.723,0.58,3.2062
112,0.3532,0.73,0.58,3.2115
113,0.3565,0.737,0.58,3.4306
114,0.3599,0.744,0.58,2.9902
115,0.363,0.75,0.58,3.1247
116,0.3661,0.757,0.58,3.278
117,0.3694,0.764,0.58,3.1341
118,0.3726,0.77,0.58,3.9899
119,0.3766,0.778,0.58,3.1094
120,0.3798,0.785,0.58,3.4912
121,0.3833,0.792,0.58,2.6473
122,0.386,0.798,0.58,2.5863
123,0.3886,0.803,0.58,2.6466
124,0.3913,0.809,0.58,2.5872
125,0.3939,0.814,0.58,2.5054
126,0.3965,0.819,0.58,2.605
127,0.3991,0.825,0.58,2.3226
128,0.4015,0.83,0.58,2.2715
129,0.4038,0.834,0.58,2.252
130,0.4061,0.839,0.58,2.2421
131,0.4083,0.844,0.58,3.2704
132,0.4116,0.851,0.58,3.4973
133,0.4152,0.858,0.63,4.0146
134,0.4193,0.867,0.63,4.1089
135,0.4235,0.875,0.68,3.4959
136,0.4271,0.883,0.729,3.7914
137,0.431,0.891,0.779,4.2037
138,0.4353,0.9,0.779,3.5145
139,0.4389,0.907,0.844,3.4419
140,0.4424,0.914,0.844,3.2419
141,0.4457,0.921,0.844,3.2053
142,0.449,0.928,0.844,3.1769
143,0.4522,0.935,0.844,3.1139
144,0.4553,0.941,0.844,2.9943
145,0.4584,0.947,0.844,3.1298
146,0.4616,0.954,0.844,2.7925
147,0.4644,0.96,0.844,3.4701
148,0.4679,0.967,0.844,2.9707
149,0.471,0.973,0.844,3.265
150,0.4743,0.98,0.844,3.3754
151,0.4778,0.987,0.844,3.2941
152,0.4811,0.994,0.844,3.3685
153,0.4845,1.001,0.844,2.9395
154,0.4875,1.008,0.844,3.2364
155,0.4908,1.014,0.844,3.0021
156,0.4938,1.021,0.844,3.3897
157,0.4973,1.028,0.844,3.169
158,0.5005,1.034,0.844,3.2263
159,0.5038,1.041,0.844,3.2201
160,0.507,1.048,0.844,3.4659
161,0.5105,1.055,0.844,2.9623
162,0.5135,1.061,0.844,3.1854
163,0.5167,1.068,0.844,3.3155
164,0.5201,1.075,0.844,3.5982
165,0.5237,1.082,0.844,3.2612
166,0.527,1.089,0.844,3.4116
167,0.5305,1.096,0.844,3.1969
168,0.5337,1.103,0.844,3.0562
169,0.5368,1.109,0.844,3.2941
170,0.5401,1.116,0.844,3.1762
171,0.5433,1.123,0.844,2.9538
172,0.5463,1.129,0.844,3.317
173,0.5497,1.136,0.844,2.5987
174,0.5523,1.141,0.844,2.4669
175,0.5548,1.147,0.844,2.3551
176,0.5572,1.152,0.844,2.37
177,0.5596,1.156,0.844,2.3826
178,0.562,1.161,0.844,2.4499
179,0.5645,1.167,0.844,2.3223
180,0.5668,1.171,0.844,2.5345
181,0.5694,1.177,0.844,2.598
182,0.572,1.182,0.844,2.5694
183,0.5746,1.188,0.844,2.6332
184,0.5773,1.193,0.844,2.4603
185,0.5798,1.198,0.844,3.372
