query_index,elapsed_sec,target_pressure_pct,actual_pressure_pct,latency_ms,ef_search,controller_action,recent_window_p99_ms
1,0.0,0.0,0.0,12.4621,100,none,
2,0.0127,0.026,0.0,3.9706,100,none,12.3772
3,0.0168,0.035,0.0,3.5802,100,none,12.2923
4,0.0204,0.042,0.0,2.9192,100,none,12.2074
5,0.0234,0.048,0.0,2.7058,100,none,12.1224
6,0.0261,0.054,0.0,3.9849,100,none,12.0382
7,0.0302,0.062,0.0,4.0044,100,none,11.9546
8,0.0343,0.071,0.054,3.3983,100,none,11.8701
9,0.0378,0.078,0.054,2.9954,100,none,11.7855
10,0.0408,0.084,0.054,2.5471,90,ef_down:100->90,11.7009
11,0.0451,0.093,0.054,2.5616,90,none,11.6163
12,0.0477,0.099,0.054,2.4407,90,none,11.5318
13,0.0502,0.104,0.054,2.5623,90,none,11.4472
14,0.0528,0.109,0.054,2.2774,90,none,11.3626
15,0.0551,0.114,0.054,2.5093,90,none,11.278
16,0.0576,0.119,0.054,2.2723,90,none,11.1934
17,0.0599,0.124,0.054,2.8502,90,none,11.1089
18,0.0629,0.13,0.054,3.7241,90,none,11.0243
19,0.0667,0.138,0.104,3.1257,90,none,10.9397
20,0.0699,0.144,0.124,2.9109,90,none,10.8551
21,0.0728,0.151,0.124,2.738,90,none,10.7706
22,0.0756,0.156,0.124,2.5372,90,none,10.686
23,0.0782,0.162,0.124,2.5805,90,none,10.6014
24,0.0808,0.167,0.124,2.5953,90,none,10.5168
25,0.0835,0.172,0.124,2.4502,90,none,10.4322
26,0.0859,0.178,0.124,2.7013,90,none,10.3477
27,0.0887,0.183,0.124,2.552,90,none,10.2631
28,0.0913,0.189,0.124,2.5114,90,none,10.1785
29,0.0938,0.194,0.124,2.4425,90,none,10.0939
30,0.0963,0.199,0.124,2.3723,90,none,10.0094
31,0.0987,0.204,0.124,2.5707,90,none,9.9248
32,0.1013,0.209,0.124,2.299,90,none,9.8402
33,0.1036,0.214,0.124,2.2473,90,none,9.7556
34,0.1059,0.219,0.124,2.7764,90,none,9.6711
35,0.1087,0.225,0.124,3.6579,80,ef_down:90->80,9.5865
36,0.1143,0.236,0.174,4.4149,80,none,9.6456
37,0.1188,0.246,0.219,4.788,80,none,9.6994
38,0.1237,0.256,0.219,4.2073,80,none,9.6227
39,0.128,0.264,0.219,2.9149,80,none,9.546
40,0.131,0.271,0.219,2.7854,80,none,9.4692
41,0.1338,0.276,0.219,2.6648,80,none,9.3925
42,0.1365,0.282,0.219,2.4513,80,none,9.3157
43,0.139,0.287,0.219,2.4525,80,none,9.239
44,0.1415,0.292,0.219,2.304,80,none,9.1623
45,0.1438,0.297,0.219,2.4016,80,none,9.0855
46,0.1462,0.302,0.219,2.308,80,none,9.0088
47,0.1486,0.307,0.219,2.3899,80,none,8.932
48,0.151,0.312,0.219,2.5203,80,none,8.8553
49,0.1536,0.317,0.219,2.696,80,none,8.7785
50,0.1563,0.323,0.219,3.9501,80,none,8.7018
51,0.1604,0.332,0.269,3.9747,80,none,4.6052
52,0.1645,0.34,0.269,4.051,80,none,4.6052
53,0.1686,0.348,0.317,3.4498,80,none,4.6052
54,0.1721,0.356,0.317,3.3523,80,none,4.6052
55,0.1755,0.363,0.317,3.0483,80,none,4.6052
56,0.1787,0.369,0.317,2.6224,80,none,4.6052
57,0.1813,0.375,0.317,2.3616,80,none,4.6052
58,0.1837,0.38,0.317,2.5891,80,none,4.6052
59,0.1864,0.385,0.317,2.3794,80,none,4.6052
60,0.1888,0.39,0.317,2.4049,70,ef_down:80->70,4.6052
61,0.1929,0.399,0.317,2.994,70,none,4.6052
62,0.1959,0.405,0.317,2.34,70,none,4.6052
63,0.1983,0.41,0.317,2.5439,70,none,4.6052
64,0.2009,0.415,0.317,2.3774,70,none,4.6052
65,0.2033,0.42,0.317,3.1827,70,none,4.6052
66,0.2065,0.427,0.317,3.591,70,none,4.6052
67,0.2102,0.434,0.367,4.2668,70,none,4.6052
68,0.2146,0.444,0.417,3.4885,70,none,4.6052
69,0.2182,0.451,0.42,3.0145,70,none,4.6052
70,0.2212,0.457,0.42,2.7476,70,none,4.6052
71,0.224,0.463,0.42,3.2997,70,none,4.6052
72,0.2274,0.47,0.42,3.4596,70,none,4.6052
73,0.2309,0.477,0.42,3.5713,70,none,4.6052
74,0.2346,0.485,0.42,2.8704,70,none,4.6052
75,0.2375,0.491,0.42,2.454,70,none,4.6052
76,0.24,0.496,0.42,2.4993,70,none,4.6052
77,0.2425,0.501,0.42,2.4793,70,none,4.6052
78,0.2451,0.506,0.42,2.7042,70,none,4.6052
79,0.2478,0.512,0.42,2.769,70,none,4.6052
80,0.2506,0.518,0.42,2.6005,70,none,4.6052
81,0.2533,0.523,0.42,2.6607,70,none,4.6052
82,0.256,0.529,0.42,2.5251,70,none,4.6052
83,0.2585,0.534,0.42,2.9111,70,none,4.6052
84,0.2615,0.54,0.42,3.5616,70,none,4.6052
85,0.2651,0.548,0.42,3.456,60,ef_down:70->60,4.6052
86,0.2705,0.559,0.47,3.5181,60,none,4.5326
87,0.2742,0.567,0.534,3.9618,60,none,4.2377
88,0.2782,0.575,0.534,3.5138,60,none,4.1611
89,0.2818,0.582,0.534,3.6676,60,none,4.1611
90,0.2855,0.59,0.534,3.8061,60,none,4.1611
91,0.2894,0.598,0.534,3.3071,60,none,4.1611
92,0.2928,0.605,0.534,3.5263,60,none,4.1611
93,0.2963,0.612,0.534,2.8161,60,none,4.1611
94,0.2992,0.618,0.534,2.5572,60,none,4.1611
95,0.3018,0.624,0.534,2.5009,60,none,4.1611
96,0.3043,0.629,0.534,2.4904,60,none,4.1611
97,0.3069,0.634,0.534,2.6093,60,none,4.1611
98,0.3095,0.64,0.534,2.4271,60,none,4.1611
99,0.312,0.645,0.534,2.6502,60,none,4.1611
100,0.3147,0.65,0.534,2.5422,60,none,4.1611
101,0.3173,0.656,0.534,2.452,60,none,4.1611
102,0.3198,0.661,0.534,2.5022,60,none,4.1174
103,0.3223,0.666,0.534,3.8518,60,none,4.1174
104,0.3262,0.674,0.534,4.0079,60,none,4.1399
105,0.3303,0.683,0.584,3.0764,60,none,4.1399
106,0.3335,0.689,0.634,3.6458,60,none,4.1399
107,0.3373,0.697,0.661,3.9297,60,none,4.1399
108,0.3413,0.705,0.661,4.0514,60,none,4.1613
109,0.3454,0.714,0.661,3.3469,60,none,4.1613
110,0.3489,0.721,0.661,3.0817,50,ef_down:60->50,4.1613
111,0.3571,0.738,0.661,4.0679,50,none,4.1693
112,0.3612,0.747,0.661,3.3677,50,none,4.1693
113,0.3647,0.754,0.661,2.7497,50,none,4.1693
114,0.3675,0.759,0.661,2.4198,50,none,4.1693
115,0.3699,0.765,0.661,2.4669,50,none,4.1693
116,0.3725,0.77,0.661,2.5455,50,none,4.1693
117,0.375,0.775,0.661,2.5737,50,none,4.0598
118,0.3777,0.78,0.661,2.6758,50,none,4.0598
119,0.3804,0.786,0.661,2.4005,50,none,4.0598
120,0.3828,0.791,0.661,2.648,50,none,4.0598
121,0.3855,0.797,0.661,2.6351,50,none,4.0598
122,0.3882,0.802,0.661,3.5932,50,none,4.0598
123,0.3919,0.81,0.661,3.6483,50,none,4.0598
124,0.3956,0.818,0.711,4.0271,50,none,4.0598
125,0.3997,0.826,0.76,3.9976,50,none,4.0598
126,0.4038,0.835,0.802,4.7619,50,none,4.4218
127,0.4087,0.845,0.802,3.4443,50,none,4.4218
128,0.4122,0.852,0.802,3.4439,50,none,4.4218
129,0.4157,0.859,0.802,3.3346,50,none,4.4218
130,0.4191,0.866,0.802,2.9599,50,none,4.4218
131,0.4222,0.872,0.802,3.5455,50,none,4.4218
132,0.4258,0.88,0.802,2.7871,50,none,4.4218
133,0.4286,0.886,0.802,3.4051,50,none,4.4218
134,0.4321,0.893,0.802,3.0383,50,none,4.4218
135,0.4352,0.899,0.802,3.2355,40,ef_down:50->40,4.4218
136,0.4401,0.91,0.802,2.7374,40,none,4.4218
137,0.4429,0.915,0.802,2.5728,40,none,4.4218
138,0.4456,0.921,0.802,2.4355,40,none,4.4218
139,0.448,0.926,0.802,2.3597,40,none,4.4218
140,0.4504,0.931,0.802,2.7504,40,none,4.4218
141,0.4532,0.937,0.802,2.621,40,none,4.4218
142,0.4559,0.942,0.802,2.5297,40,none,4.4218
143,0.4585,0.948,0.802,2.4648,40,none,4.4218
144,0.461,0.953,0.802,2.4827,40,none,4.4218
145,0.4635,0.958,0.802,2.9772,40,none,4.4218
146,0.4665,0.964,0.802,3.3729,40,none,4.4218
147,0.47,0.971,0.852,4.0399,40,none,4.4218
148,0.4742,0.98,0.852,4.3137,40,none,4.5422
149,0.4786,0.989,0.902,3.9035,40,none,4.5422
150,0.4826,0.997,0.958,3.8468,40,none,4.5422
151,0.4866,1.006,0.958,4.4641,40,none,4.616
152,0.4912,1.015,0.958,4.0761,40,none,4.616
153,0.4954,1.024,0.958,3.0389,40,none,4.616
154,0.4985,1.03,0.958,3.0099,40,none,4.616
155,0.5016,1.037,0.958,3.091,40,none,4.616
156,0.5047,1.043,0.958,3.3046,40,none,4.616
157,0.5081,1.05,0.958,3.0256,40,none,4.616
158,0.5112,1.056,0.958,2.8729,40,none,4.616
159,0.5141,1.063,0.958,3.1427,40,none,4.616
160,0.5173,1.069,0.958,3.096,30,ef_down:40->30,4.616
161,0.5222,1.079,0.958,3.2161,30,none,4.616
162,0.5254,1.086,0.958,3.2272,30,none,4.616
163,0.5287,1.093,0.958,3.1743,30,none,4.616
164,0.5319,1.099,0.958,4.585,30,none,4.6752
165,0.5366,1.109,0.958,3.8386,30,none,4.6752
166,0.5405,1.117,0.958,4.518,30,none,4.6752
167,0.5451,1.127,0.958,3.276,30,none,4.6752
168,0.5485,1.134,0.958,3.0589,30,none,4.6752
169,0.5516,1.14,0.958,3.0927,30,none,4.6752
170,0.5547,1.146,0.958,3.2156,30,none,4.6752
171,0.558,1.153,0.958,3.2018,30,none,4.6752
172,0.5613,1.16,0.958,4.3708,30,none,4.6752
173,0.5657,1.169,0.958,3.5647,30,none,4.6752
174,0.5694,1.177,0.958,3.1617,30,none,4.6752
175,0.5727,1.184,0.958,2.7069,30,none,4.6752
176,0.5754,1.189,0.958,2.8992,30,none,4.5522
177,0.5784,1.195,0.958,2.7995,30,none,4.5522
178,0.5813,1.201,0.958,2.9899,30,none,4.5522
179,0.5843,1.208,0.958,2.8068,30,none,4.5522
180,0.5872,1.213,0.958,3.0969,30,none,4.5522
181,0.5903,1.22,0.958,3.0992,30,none,4.5522
182,0.5935,1.226,0.958,3.2538,30,none,4.5522
183,0.5968,1.233,0.958,4.9893,30,none,4.7912
184,0.6019,1.244,0.958,4.4752,30,none,4.7912
185,0.6065,1.253,1.008,3.7364,20,ef_down:30->20,4.7912
186,0.612,1.265,1.008,3.7805,20,none,4.7912
187,0.6159,1.273,1.057,3.1319,20,none,4.7912
188,0.6192,1.28,1.057,3.1276,20,none,4.7912
189,0.6224,1.286,1.057,3.156,20,none,4.7912
190,0.6256,1.293,1.057,3.1437,20,none,4.7912
191,0.6288,1.299,1.057,3.2854,20,none,4.7912
192,0.6321,1.306,1.057,3.1832,20,none,4.7912
193,0.6354,1.313,1.107,3.3763,20,none,4.7912
194,0.6388,1.32,1.107,3.5535,20,none,4.7912
195,0.6425,1.328,1.107,3.4083,20,none,4.7912
196,0.646,1.335,1.107,3.325,20,none,4.7912
197,0.6494,1.342,1.157,3.0495,20,none,4.7912
198,0.6525,1.348,1.157,3.1611,20,none,4.7912
199,0.6557,1.355,1.157,3.4409,20,none,4.7912
200,0.6592,1.362,1.157,3.6898,20,none,4.7912
201,0.663,1.37,1.157,3.1966,20,none,4.7912
202,0.6663,1.377,1.157,3.6668,20,none,4.7912
203,0.67,1.385,1.207,3.6833,20,none,4.7912
204,0.6738,1.392,1.226,3.727,20,none,4.7912
205,0.6776,1.4,1.226,3.3252,20,none,4.7912
206,0.681,1.407,1.226,3.3789,20,none,4.7912
207,0.6844,1.414,1.226,3.8498,20,none,4.7912
208,0.6883,1.423,1.226,2.8832,20,none,4.7912
209,0.6913,1.429,1.226,2.9646,20,none,4.7912
210,0.6943,1.435,1.226,2.5858,20,none,4.7912
211,0.6969,1.44,1.226,3.0513,20,none,4.7912
212,0.7,1.447,1.226,2.8919,20,none,4.7912
213,0.703,1.453,1.226,3.5872,20,none,4.7912
214,0.7066,1.46,1.226,2.6186,20,none,4.7584
215,0.7093,1.466,1.226,2.6625,20,none,4.7584
216,0.712,1.471,1.226,2.9531,20,none,4.7374
217,0.715,1.478,1.226,2.8158,20,none,4.7374
218,0.7178,1.484,1.226,2.7777,20,none,4.7374
219,0.7207,1.489,1.226,2.7731,20,none,4.7374
220,0.7235,1.495,1.226,3.1787,20,none,4.7374
221,0.7267,1.502,1.226,2.8096,20,none,4.7374
222,0.7295,1.508,1.226,2.5261,20,none,4.7374
223,0.7321,1.513,1.226,2.5763,20,none,4.7374
224,0.7347,1.518,1.226,2.7733,20,none,4.7374
225,0.7375,1.524,1.226,2.6365,20,none,4.7374
226,0.7402,1.53,1.226,2.4946,20,none,4.7374
227,0.7427,1.535,1.226,2.6742,20,none,4.7374
228,0.7454,1.541,1.226,2.6076,20,none,4.7374
229,0.7481,1.546,1.226,2.4294,20,none,4.7374
230,0.7505,1.551,1.226,2.4112,20,none,4.7374
231,0.753,1.556,1.226,2.7671,20,none,4.7374
232,0.7558,1.562,1.226,2.8572,20,none,4.7374
233,0.7587,1.568,1.226,3.3197,20,none,4.1688
234,0.7621,1.575,1.226,2.8443,20,none,3.8159
235,0.765,1.581,1.226,2.6081,20,none,3.8159
236,0.7676,1.586,1.226,2.6243,20,none,3.7897
237,0.7703,1.592,1.226,2.7833,20,none,3.7897
238,0.7731,1.598,1.226,2.8115,20,none,3.7897
239,0.776,1.604,1.226,2.7282,20,none,3.7897
240,0.7787,1.609,1.226,2.4845,20,none,3.7897
241,0.7812,1.615,1.226,2.4627,20,none,3.7897
242,0.7837,1.62,1.226,2.7332,20,none,3.7897
243,0.7865,1.625,1.226,2.5283,20,none,3.7897
244,0.7891,1.631,1.226,2.5165,20,none,3.7897
245,0.7916,1.636,1.226,2.896,20,none,3.7897
246,0.7946,1.642,1.226,3.0195,20,none,3.7897
247,0.7976,1.648,1.226,3.6172,20,none,3.7897
248,0.8013,1.656,1.226,2.7838,20,none,3.7897
249,0.8041,1.662,1.226,2.5946,20,none,3.7897
250,0.8067,1.667,1.226,2.7451,20,none,3.7897
251,0.8096,1.673,1.226,2.7191,20,none,3.7897
252,0.8123,1.679,1.226,2.6552,20,none,3.7897
253,0.815,1.684,1.226,2.4945,20,none,3.7897
254,0.8176,1.69,1.226,2.336,20,none,3.7358
255,0.8199,1.695,1.226,2.4468,20,none,3.7358
256,0.8224,1.7,1.226,2.4553,20,none,3.7358
257,0.8249,1.705,1.226,2.6032,20,none,3.6025
258,0.8275,1.71,1.226,2.6958,20,none,3.6025
259,0.8303,1.716,1.226,2.4682,20,none,3.6025
260,0.8328,1.721,1.226,2.5156,20,none,3.6025
261,0.8353,1.726,1.226,2.6832,20,none,3.6025
262,0.8381,1.732,1.226,3.8478,20,none,3.7348
263,0.842,1.74,1.226,3.344,20,none,3.7348
264,0.8454,1.747,1.276,3.0849,20,none,3.7348
265,0.8485,1.754,1.276,3.1824,20,none,3.7348
266,0.8518,1.76,1.276,2.772,20,none,3.7348
267,0.8546,1.766,1.276,2.896,20,none,3.7348
268,0.8576,1.772,1.276,2.9826,20,none,3.7348
269,0.8606,1.779,1.276,2.6514,20,none,3.7348
270,0.8633,1.784,1.276,2.7315,20,none,3.7348
271,0.8661,1.79,1.326,2.7817,20,none,3.7348
272,0.8689,1.796,1.326,2.7662,20,none,3.7348
273,0.8717,1.802,1.326,2.8869,20,none,3.7348
274,0.8747,1.808,1.326,2.8226,20,none,3.7348
275,0.8775,1.814,1.326,2.8515,20,none,3.7348
276,0.8804,1.82,1.326,2.6794,20,none,3.7348
277,0.8831,1.825,1.326,2.7189,20,none,3.7348
278,0.8859,1.831,1.326,2.5741,20,none,3.7348
279,0.8885,1.836,1.376,2.6746,20,none,3.7348
280,0.8912,1.842,1.376,2.5281,20,none,3.7348
281,0.8938,1.847,1.376,2.9174,20,none,3.7348
282,0.8967,1.853,1.376,2.6925,20,none,3.7348
283,0.8995,1.859,1.376,2.7722,20,none,3.7348
284,0.9023,1.865,1.376,2.7007,20,none,3.7348
285,0.905,1.87,1.376,2.5564,20,none,3.7348
286,0.9076,1.876,1.425,2.4199,20,none,3.7348
287,0.91,1.881,1.425,2.8362,20,none,3.7348
288,0.9129,1.887,1.425,2.9354,20,none,3.7348
289,0.9159,1.893,1.425,2.6746,20,none,3.7348
290,0.9186,1.898,1.425,2.6284,20,none,3.7348
291,0.9213,1.904,1.425,2.5989,20,none,3.7348
292,0.9239,1.909,1.425,2.5009,20,none,3.7348
293,0.9265,1.915,1.425,2.7521,20,none,3.7348
294,0.9292,1.92,1.475,2.5458,20,none,3.7348
295,0.9318,1.926,1.475,2.7923,20,none,3.7348
296,0.9347,1.932,1.475,2.8609,20,none,3.7348
297,0.9376,1.938,1.475,2.8777,20,none,3.6009
298,0.9405,1.944,1.475,2.8556,20,none,3.6009
299,0.9434,1.95,1.475,2.9171,20,none,3.6009
300,0.9463,1.956,1.475,2.7379,20,none,3.6009
301,0.9491,1.962,1.525,3.2619,20,none,3.6009
302,0.9524,1.968,1.525,2.8669,20,none,3.6009
303,0.9554,1.974,1.525,2.4894,20,none,3.6009
304,0.9579,1.98,1.525,2.655,20,none,3.6009
305,0.9606,1.985,1.525,2.5961,20,none,3.6009
306,0.9632,1.991,1.525,2.49,20,none,3.6009
307,0.9657,1.996,1.525,2.7569,20,none,3.6009
308,0.9685,2.002,1.525,2.7167,20,none,3.6009
309,0.9713,2.007,1.575,2.8306,20,none,3.6009
310,0.9742,2.013,1.575,2.4829,20,none,3.6009
311,0.9767,2.018,1.575,2.6084,20,none,3.6009
312,0.9793,2.024,1.575,2.8118,20,none,3.3038
313,0.9822,2.03,1.575,2.7854,20,none,3.223
314,0.985,2.036,1.575,2.6694,30,ef_up:20->30,3.223
315,0.9894,2.045,1.575,2.9419,30,none,3.1251
316,0.9924,2.051,1.624,2.7289,30,none,3.1251
317,0.9951,2.057,1.624,2.808,30,none,3.1251
318,0.998,2.062,1.624,2.5387,30,none,3.1051
319,1.0006,2.068,1.624,3.1263,30,none,3.1955
320,1.0037,2.074,1.624,2.7916,30,none,3.1955
321,1.0066,2.08,1.624,2.7353,30,none,3.1955
322,1.0093,2.086,1.624,2.7772,30,none,3.1955
323,1.0122,2.092,1.674,2.7561,30,none,3.1955
324,1.015,2.098,1.674,2.7788,30,none,3.1955
325,1.0178,2.103,1.674,2.7382,30,none,3.1955
326,1.0206,2.109,1.674,2.7267,30,none,3.1955
327,1.0233,2.115,1.674,2.7338,30,none,3.1955
328,1.0261,2.121,1.674,2.7274,30,none,3.1955
329,1.0289,2.126,1.674,2.838,30,none,3.1955
330,1.0318,2.132,1.726,2.9327,30,none,3.1955
331,1.0347,2.138,1.726,2.665,30,none,3.1955
332,1.0374,2.144,1.726,2.5769,30,none,3.1955
333,1.0401,2.149,1.726,2.5568,30,none,3.1955
334,1.0426,2.155,1.726,2.8692,30,none,3.1955
335,1.0456,2.161,1.726,3.0157,30,none,3.1955
336,1.0486,2.167,1.726,2.7918,30,none,3.1955
337,1.0514,2.173,1.726,2.475,30,none,3.1955
338,1.054,2.178,1.726,2.7766,30,none,3.1955
339,1.0568,2.184,1.726,2.6508,40,ef_up:30->40,3.1955
340,1.0611,2.193,1.726,2.729,40,none,3.1955
341,1.0638,2.199,1.726,2.6183,40,none,3.1955
342,1.0665,2.204,1.726,2.6975,40,none,3.1955
343,1.0692,2.21,1.726,2.6014,40,none,3.1955
344,1.0719,2.215,1.726,2.8015,40,none,3.1955
345,1.0747,2.221,1.726,2.6585,40,none,3.1955
346,1.0774,2.227,1.726,2.7778,40,none,3.1955
347,1.0802,2.232,1.726,2.8167,40,none,3.1955
348,1.0831,2.238,1.726,2.448,40,none,3.1955
349,1.0856,2.243,1.726,2.3354,40,none,3.1955
350,1.0879,2.248,1.726,2.6973,40,none,3.1955
351,1.0907,2.254,1.726,2.8571,40,none,3.0721
352,1.0936,2.26,1.726,2.8062,40,none,3.0721
353,1.0964,2.266,1.726,2.9791,40,none,3.0721
354,1.0995,2.272,1.726,2.9709,40,none,3.0721
355,1.1025,2.278,1.726,2.9008,40,none,3.0721
356,1.1054,2.285,1.726,2.6903,40,none,3.0721
357,1.1082,2.29,1.726,3.0133,40,none,3.0721
358,1.1112,2.297,1.726,2.719,40,none,3.0721
359,1.114,2.302,1.726,2.5651,40,none,3.0721
360,1.1166,2.308,1.726,2.6602,40,none,3.0721
361,1.1193,2.313,1.726,2.6397,40,none,3.0721
362,1.122,2.319,1.726,2.6831,40,none,3.0721
363,1.1247,2.324,1.726,2.9849,40,none,3.0721
364,1.1277,2.331,1.726,2.7355,50,ef_up:40->50,3.0721
365,1.1321,2.34,1.726,2.9944,50,none,3.0721
366,1.1351,2.346,1.726,2.8459,50,none,3.0721
367,1.138,2.352,1.726,2.8066,50,none,3.0721
368,1.1409,2.358,1.726,2.7979,50,none,3.0721
369,1.1437,2.364,1.726,2.7363,50,none,3.0145
370,1.1465,2.369,1.726,2.7911,50,none,3.0145
371,1.1493,2.375,1.726,2.919,50,none,3.0145
372,1.1523,2.381,1.726,2.6692,50,none,3.0145
373,1.155,2.387,1.726,2.7871,50,none,3.0145
374,1.1578,2.393,1.726,2.9342,50,none,3.0145
375,1.1608,2.399,1.726,2.5848,50,none,3.0145
376,1.1634,2.404,1.726,2.6609,50,none,3.0145
377,1.1661,2.41,1.726,2.5654,50,none,3.0145
378,1.1687,2.415,1.726,2.6744,50,none,3.0145
379,1.1714,2.421,1.726,2.4885,50,none,3.0145
380,1.1739,2.426,1.726,2.3222,50,none,3.0145
381,1.1763,2.431,1.726,2.287,50,none,3.0145
382,1.1786,2.436,1.726,2.3934,50,none,3.0145
383,1.181,2.441,1.726,2.4324,50,none,3.0145
384,1.1835,2.446,1.726,2.6304,50,none,3.0145
385,1.1862,2.451,1.726,2.4169,50,none,3.004
386,1.1886,2.456,1.726,2.4832,50,none,3.004
387,1.1911,2.462,1.726,2.6072,50,none,3.004
388,1.1938,2.467,1.726,2.4218,50,none,3.004
389,1.1962,2.472,1.726,2.4786,60,ef_up:50->60,3.004
390,1.2004,2.481,1.726,2.8421,60,none,3.004
391,1.2033,2.487,1.726,2.5469,60,none,3.004
392,1.2059,2.492,1.726,2.4143,60,none,3.004
393,1.2083,2.497,1.726,2.4136,60,none,3.004
394,1.2108,2.502,1.726,2.6908,60,none,3.004
395,1.2135,2.508,1.726,2.5796,60,none,3.004
396,1.2161,2.513,1.726,2.4491,60,none,3.004
397,1.2186,2.518,1.726,2.5924,60,none,3.004
398,1.2212,2.524,1.726,2.7491,60,none,3.004
399,1.224,2.53,1.726,2.6212,60,none,3.004
400,1.2267,2.535,1.726,2.7077,60,none,3.004
401,1.2295,2.541,1.726,2.6167,60,none,3.004
402,1.2321,2.546,1.726,2.6872,60,none,3.004
403,1.2349,2.552,1.726,2.5887,60,none,3.004
404,1.2375,2.557,1.726,2.7055,60,none,3.004
405,1.2402,2.563,1.726,2.7016,60,none,3.004
406,1.243,2.569,1.726,2.4496,60,none,3.004
407,1.2455,2.574,1.726,2.5874,60,none,2.9897
408,1.2481,2.579,1.726,2.635,60,none,2.9897
409,1.2507,2.585,1.726,2.5177,60,none,2.9897
410,1.2533,2.59,1.726,2.4706,60,none,2.9897
411,1.2558,2.595,1.726,2.5104,60,none,2.9897
412,1.2583,2.601,1.726,2.5863,60,none,2.9897
413,1.261,2.606,1.726,2.6133,60,none,2.9649
414,1.2636,2.611,1.726,2.2785,70,ef_up:60->70,2.9649
