query_index,elapsed_sec,target_pressure_pct,actual_pressure_pct,latency_ms
1,0.0,0.0,0.0,10.0269
2,0.0103,0.01,0.0,2.3265
3,0.0127,0.013,0.0,2.0961
4,0.0148,0.015,0.0,2.1222
5,0.017,0.017,0.0,2.0292
6,0.019,0.019,0.0,1.8788
7,0.0209,0.021,0.0,2.0579
8,0.023,0.023,0.0,1.9156
9,0.025,0.025,0.0,2.1708
10,0.0272,0.027,0.0,3.0657
11,0.0303,0.03,0.025,2.3385
12,0.0327,0.033,0.025,2.0917
13,0.0348,0.035,0.025,1.9989
14,0.0369,0.037,0.025,1.8434
15,0.0388,0.039,0.025,1.9883
16,0.0408,0.041,0.025,1.7545
17,0.0426,0.043,0.025,1.8999
18,0.0445,0.044,0.025,2.213
19,0.0467,0.047,0.025,1.928
20,0.0487,0.049,0.025,1.848
21,0.0506,0.051,0.025,1.6667
22,0.0523,0.052,0.025,1.6594
23,0.0539,0.054,0.025,1.7422
24,0.0557,0.056,0.025,1.7047
25,0.0574,0.057,0.025,2.103
26,0.0596,0.06,0.025,2.2671
27,0.0619,0.062,0.056,2.8923
28,0.0648,0.065,0.056,2.3627
29,0.0672,0.067,0.056,2.9501
30,0.0702,0.07,0.056,1.8708
31,0.0721,0.072,0.056,2.0078
32,0.0742,0.074,0.056,1.7759
33,0.076,0.076,0.056,1.7146
34,0.0777,0.078,0.056,2.0015
35,0.0797,0.08,0.056,1.8119
36,0.0816,0.082,0.056,1.9314
37,0.0835,0.084,0.056,1.7944
38,0.0853,0.085,0.056,1.7329
39,0.0871,0.087,0.056,1.9316
40,0.0891,0.089,0.056,1.8515
41,0.091,0.091,0.056,1.7556
42,0.0927,0.093,0.056,1.6625
43,0.0944,0.094,0.056,1.7006
44,0.0962,0.096,0.056,2.0045
45,0.0982,0.098,0.056,2.4008
46,0.1007,0.101,0.094,2.6427
47,0.1034,0.103,0.094,1.9487
48,0.1054,0.105,0.094,2.6975
49,0.1081,0.108,0.094,1.8409
50,0.11,0.11,0.094,2.98
51,0.1131,0.113,0.094,2.6007
52,0.1157,0.116,0.094,1.6783
53,0.1174,0.117,0.094,1.5805
54,0.119,0.119,0.094,1.5712
55,0.1206,0.121,0.094,1.599
56,0.1222,0.122,0.094,1.6383
57,0.1239,0.124,0.094,1.5258
58,0.1255,0.125,0.094,1.7101
59,0.1272,0.127,0.094,1.5596
60,0.1288,0.129,0.094,1.5988
61,0.1304,0.13,0.094,1.8527
62,0.1323,0.132,0.094,1.5173
63,0.1338,0.134,0.094,1.5571
64,0.1354,0.135,0.094,1.5889
65,0.137,0.137,0.094,1.5982
66,0.1387,0.139,0.094,1.6066
67,0.1403,0.14,0.094,2.1205
68,0.1424,0.142,0.094,2.5504
69,0.145,0.145,0.094,2.7228
70,0.1478,0.148,0.14,2.2778
71,0.1502,0.15,0.14,2.1521
72,0.1524,0.152,0.14,2.2558
73,0.1547,0.155,0.14,2.1907
74,0.1569,0.157,0.14,2.4034
75,0.1593,0.159,0.14,2.0331
76,0.1614,0.161,0.14,2.317
77,0.1638,0.164,0.14,2.4084
78,0.1662,0.166,0.14,1.9619
79,0.1682,0.168,0.14,1.7136
80,0.17,0.17,0.14,1.6791
81,0.1717,0.172,0.14,1.8216
82,0.1735,0.174,0.14,1.5636
83,0.1751,0.175,0.14,1.8435
84,0.177,0.177,0.14,1.6429
85,0.1787,0.179,0.14,1.6693
86,0.1804,0.18,0.14,1.54
87,0.1819,0.182,0.14,1.7829
88,0.1837,0.184,0.14,1.6251
89,0.1854,0.185,0.14,1.6421
90,0.1871,0.187,0.14,1.7721
91,0.1889,0.189,0.14,1.5723
92,0.1905,0.19,0.14,1.8457
93,0.1923,0.192,0.14,2.5567
94,0.1949,0.195,0.14,2.18
95,0.1972,0.197,0.14,2.5986
96,0.1998,0.2,0.19,1.9774
97,0.2019,0.202,0.19,2.5583
98,0.2045,0.204,0.19,2.0467
99,0.2066,0.207,0.19,2.2063
100,0.2088,0.209,0.19,2.2694
101,0.2112,0.211,0.19,2.4868
102,0.2137,0.214,0.19,2.4569
103,0.2162,0.216,0.19,2.4003
104,0.2186,0.219,0.19,2.2858
105,0.221,0.221,0.19,2.2403
106,0.2232,0.223,0.19,1.8493
107,0.2251,0.225,0.19,1.6822
108,0.2268,0.227,0.19,2.0126
109,0.2289,0.229,0.19,1.9369
110,0.2308,0.231,0.19,1.769
111,0.2326,0.233,0.19,1.6568
112,0.2343,0.234,0.19,1.6465
113,0.236,0.236,0.19,1.746
114,0.2378,0.238,0.19,1.5391
115,0.2393,0.239,0.19,1.6077
116,0.241,0.241,0.19,1.6896
117,0.2427,0.243,0.19,1.71
118,0.2444,0.244,0.19,1.6768
119,0.2461,0.246,0.19,1.5056
120,0.2477,0.248,0.19,1.5837
121,0.2493,0.249,0.19,1.9698
122,0.2513,0.251,0.19,2.4632
123,0.2538,0.254,0.19,2.3018
124,0.2562,0.256,0.24,2.9379
125,0.2592,0.259,0.249,2.4471
126,0.2617,0.262,0.249,2.8557
127,0.2646,0.265,0.249,2.0639
128,0.2667,0.267,0.249,2.4948
129,0.2693,0.269,0.249,2.1565
130,0.2715,0.271,0.249,2.4217
131,0.2739,0.274,0.249,2.6354
132,0.2766,0.277,0.249,2.5099
133,0.2792,0.279,0.249,2.4617
134,0.2817,0.282,0.249,2.2851
135,0.284,0.284,0.249,2.3475
136,0.2864,0.286,0.249,2.429
137,0.2889,0.289,0.249,1.966
138,0.2909,0.291,0.249,1.6323
139,0.2925,0.293,0.249,1.6043
140,0.2942,0.294,0.249,1.7973
141,0.296,0.296,0.249,1.6015
142,0.2976,0.298,0.249,1.8238
143,0.2995,0.299,0.249,1.8784
144,0.3014,0.301,0.249,1.902
145,0.3033,0.303,0.249,1.6781
146,0.305,0.305,0.249,1.8799
147,0.307,0.307,0.249,1.7766
148,0.3088,0.309,0.249,1.8529
149,0.3106,0.311,0.249,1.6926
150,0.3124,0.312,0.249,1.8608
151,0.3143,0.314,0.249,2.066
152,0.3164,0.316,0.249,2.6308
153,0.3191,0.319,0.249,2.1578
154,0.3213,0.321,0.299,2.5617
155,0.324,0.324,0.314,2.5681
156,0.3266,0.327,0.314,2.2726
157,0.3289,0.329,0.314,2.6358
158,0.3316,0.332,0.314,1.8986
159,0.3336,0.334,0.314,2.5079
160,0.3361,0.336,0.314,2.4288
161,0.3386,0.339,0.314,2.4982
162,0.3412,0.341,0.314,2.3033
163,0.3435,0.344,0.314,2.2116
164,0.3458,0.346,0.314,2.4836
165,0.3483,0.348,0.314,1.7651
166,0.3501,0.35,0.314,2.6724
167,0.3528,0.353,0.314,2.5091
