elapsed_sec,latency_ms,target_pressure_pct,actual_pressure_pct,vmtouch_residency_pct,cache_action_pre_query,cache_action_post_query
3e-06,7.812317,0.0,89.071928,16.1,on_start,
0.943439,2.32939,0.0,89.071928,16.1,,
0.945788,2.007557,0.0,89.071928,16.1,,
0.947812,1.940806,0.0,89.071928,16.1,,
0.949762,1.794086,0.0,89.071928,16.1,,
0.951564,1.817315,0.0,89.071928,16.1,,
0.95339,1.743255,0.0,89.071928,16.1,,
0.955141,1.879266,0.0,89.071928,16.1,,
0.957028,1.771205,0.0,89.071928,16.1,,
0.958808,1.822376,0.0,89.071928,16.1,,
0.960638,1.714365,0.0,89.078258,16.1,,
0.962442,1.701865,0.0,89.078258,16.1,,
0.964152,1.794075,0.0,89.078258,16.1,,
0.965954,1.712774,0.0,89.078258,16.1,,
0.967675,1.757416,0.0,89.078258,16.1,,
0.96944,1.638074,0.0,89.078258,16.1,,
0.971086,1.877296,0.0,89.078258,16.1,,
0.972971,1.618904,0.0,89.078258,16.1,,
0.974598,1.726055,0.0,89.078258,16.1,,
0.976332,1.741965,0.0,89.078258,16.1,,
0.978082,1.757615,0.0,89.078258,16.1,,
0.979927,1.664434,0.0,89.078258,16.1,,
0.9816,1.867326,0.0,89.078258,16.1,,
0.983475,1.691025,0.0,89.078258,16.1,,
0.985173,1.904746,0.0,89.078258,16.1,,
0.987086,1.782826,0.0,89.078258,16.1,,
0.988877,1.707014,0.0,89.078258,16.1,,
0.990592,1.745745,0.0,89.078258,16.1,,
0.992346,1.684505,0.0,89.078258,16.1,,
0.994038,1.947077,0.0,89.078258,16.1,,
0.995993,1.725685,0.0,89.078258,16.1,,
0.99781,1.814036,0.0,89.078258,16.1,,
0.999632,1.714345,0.0,89.078258,16.1,,
1.001355,1.641664,0.0,89.078258,16.1,,
1.003004,1.837516,0.0,89.078258,16.1,,
1.004852,2.152899,0.0,89.078258,16.1,,
1.007015,2.018787,0.0,89.078258,16.1,,
1.009043,1.640814,0.0,89.078258,16.1,,
1.010691,1.745525,0.0,89.078258,16.1,,
1.012444,1.698675,0.0,89.078258,16.1,,
1.014151,1.770965,0.0,89.078388,16.1,,
1.016001,1.852846,0.0,89.078388,16.1,,
1.017862,1.772135,0.0,89.078388,16.1,,
1.019642,1.739435,0.0,89.078388,16.1,,
1.02139,1.802366,0.0,89.078388,16.1,,
1.0232,1.703565,0.0,89.078388,16.1,,
1.024911,1.627663,0.0,89.078388,16.1,,
1.026546,1.743605,0.0,89.078388,16.1,,
1.0283,1.971247,0.0,89.078388,16.1,,
1.030281,1.900266,0.0,89.078388,16.1,,
1.032192,2.027238,0.0,89.078382,16.1,,
1.958264,2.965995,0.0,89.078382,16.1,,
1.961243,2.119068,0.0,89.078382,16.1,,
1.963374,2.34438,0.0,89.078382,16.1,,
1.965728,1.920747,0.0,89.078382,16.1,,
1.967657,1.767055,0.0,89.078382,16.1,,
1.969432,1.931757,0.0,89.078382,16.1,,
1.971374,2.001167,0.0,89.078382,16.1,,
1.973384,1.878036,0.0,89.078382,16.1,,
1.975271,1.854906,0.0,89.078382,16.1,,
1.977135,1.743355,0.0,89.077885,16.1,,
1.978972,1.814756,0.0,89.077885,16.1,,
1.980795,1.928056,0.0,89.077885,16.1,,
1.982731,1.699645,0.0,89.077885,16.1,,
1.984446,1.732735,0.0,89.077885,16.1,,
1.986187,1.828936,0.0,89.077885,16.1,,
1.988023,1.638254,0.0,89.077885,16.1,,
1.989669,1.754825,0.0,89.077885,16.1,,
1.991432,1.712535,0.0,89.077885,16.1,,
1.993152,1.672884,0.0,89.077885,16.1,,
1.994833,1.818206,0.0,89.077909,16.1,,
1.996746,1.658114,0.0,89.077909,16.1,,
1.998412,1.658004,0.0,89.077909,16.1,,
2.000078,1.680724,0.0,89.077909,16.1,,
2.001766,2.076978,0.0,89.077909,16.1,,
2.003853,2.026857,0.0,89.077909,16.1,,
2.005891,2.082098,0.0,89.077909,16.1,,
2.007984,2.070607,0.0,89.077909,16.1,,
2.010064,1.842676,0.0,89.077909,16.1,,
2.011915,1.804246,0.0,89.077909,16.1,,
2.013728,1.863316,0.0,89.077909,16.1,,
2.015677,1.696964,0.0,89.077909,16.1,,
2.017382,1.917957,0.0,89.077909,16.1,,
2.019309,1.762445,0.0,89.077909,16.1,,
2.021079,1.715705,0.0,89.077909,16.1,,
2.022802,1.751295,0.0,89.077909,16.1,,
2.024564,1.946897,0.0,89.077909,16.1,,
2.026519,2.002577,0.0,89.077909,16.1,,
2.028531,1.988107,0.0,89.077909,16.1,,
2.030527,1.847316,0.0,89.077909,16.1,,
2.032383,1.890717,0.0,89.078291,16.1,,
2.034364,1.862296,0.0,89.078291,16.1,,
2.036234,2.042638,0.0,89.078291,16.1,,
2.038285,1.637584,0.0,89.078291,16.1,,
2.03993,1.708705,0.0,89.078291,16.1,,
2.041647,1.908646,0.0,89.078291,16.1,,
2.043563,1.847656,0.0,89.078291,16.1,,
2.045419,1.735405,0.0,89.078291,16.1,,
2.047162,1.780616,0.0,89.078291,16.1,,
2.048951,1.703874,0.0,89.078291,16.1,,
2.050663,1.657915,0.0,89.078291,16.1,periodic:willneed,
2.982639,2.29416,0.0,89.078291,16.1,,
2.984946,2.058218,0.0,89.078291,16.1,,
2.987017,1.825356,0.0,89.078291,16.1,,
2.98885,2.014577,0.0,89.078291,16.1,,
2.990873,1.879396,0.0,89.078291,16.1,,
2.99276,1.954227,0.0,89.078291,16.1,,
2.994723,1.879676,0.0,89.078291,16.1,,
2.996611,1.714395,0.0,89.078291,16.1,,
2.998333,1.781036,0.0,89.078291,16.1,,
3.000122,1.787675,0.0,89.076079,16.1,,
3.001996,1.747805,0.0,89.076079,16.1,,
3.003752,1.939116,0.0,89.076079,16.1,,
3.0057,1.911076,0.0,89.076079,16.1,,
3.007619,1.725505,0.0,89.076079,16.1,,
3.009352,1.724775,0.0,89.076079,16.1,,
3.011085,1.736405,0.0,89.076079,16.1,,
3.012829,1.707925,0.0,89.076079,16.1,,
3.014545,1.997597,0.0,89.076079,16.1,,
3.01655,1.676434,0.0,89.076079,16.1,,
3.018234,1.797166,0.0,89.076079,16.1,,
3.020103,1.689625,0.0,89.076079,16.1,,
3.021801,1.772255,0.0,89.076079,16.1,,
3.023581,1.714685,0.0,89.076079,16.1,,
3.025303,1.686405,0.0,89.076079,16.1,,
3.026997,1.934766,0.0,89.076079,16.1,,
3.028939,1.753645,0.0,89.076079,16.1,,
3.030701,1.760155,0.0,89.076079,16.1,,
3.032468,1.789995,0.0,89.076079,16.1,,
3.034266,1.706985,0.0,89.076079,16.1,,
3.035981,1.641284,0.0,89.076079,16.1,,
3.037697,1.653234,0.0,89.076079,16.1,,
3.039358,1.630734,0.0,89.076079,16.1,,
3.040997,1.887406,0.0,89.076079,16.1,,
3.042892,1.669835,0.0,89.076079,16.1,,
3.044569,1.737825,0.0,89.076079,16.1,,
3.046315,1.719275,0.0,89.076079,16.1,,
3.048043,1.946626,0.0,89.076079,16.1,,
3.049997,1.727964,0.0,89.076079,16.1,,
3.051746,1.788655,0.0,89.076079,16.1,,
3.053542,1.763715,0.0,89.076079,16.1,,
3.055376,1.826555,0.0,89.076079,16.1,,
3.057211,1.664064,0.0,89.076079,16.1,,
3.058883,1.917836,0.0,89.076079,16.1,,
3.060811,1.979198,0.0,89.076079,16.1,,
3.0628,1.921646,0.0,89.076079,16.1,,
3.06473,1.952467,0.0,89.076079,16.1,,
3.066691,1.817246,0.0,89.076079,16.1,,
3.068516,1.804355,0.0,89.076079,16.1,,
3.070329,1.830436,0.0,89.076079,16.1,,
3.072218,1.731955,0.0,89.076079,16.1,,
3.998212,2.535752,0.0,89.076079,16.1,,
4.000776,2.173049,0.0,89.076079,16.1,,
4.002968,2.148449,0.0,89.076079,16.1,,
4.005134,1.949576,0.0,89.076079,16.1,,
4.007102,1.746106,0.0,89.076079,16.1,,
4.008865,2.035367,0.0,89.076079,16.1,,
4.01092,1.884867,0.0,89.076079,16.1,,
4.012823,1.945126,0.0,89.076079,16.1,,
4.014785,1.900616,0.0,89.076079,16.1,,
4.016704,1.933177,0.0,89.076671,16.1,,
4.018748,1.762205,0.0,89.076671,16.1,,
4.020528,1.857646,0.0,89.076671,16.1,,
4.022403,1.890446,0.0,89.076671,16.1,,
4.024311,1.671794,0.0,89.076671,16.1,,
4.026002,1.775495,0.0,89.076671,16.1,,
4.027795,1.758775,0.0,89.076671,16.1,,
4.029571,1.741645,0.0,89.076671,16.1,,
4.031329,1.751825,0.0,89.076671,16.1,,
4.0331,1.750085,0.0,89.076671,16.1,,
4.034867,1.672525,0.0,89.076671,16.1,,
4.036622,1.727395,0.0,89.076671,16.1,,
4.038371,1.715665,0.0,89.076671,16.1,,
4.040106,1.724125,0.0,89.076671,16.1,,
4.041848,1.995527,0.0,89.076671,16.1,,
4.043861,1.757095,0.0,89.076671,16.1,,
4.045638,1.675584,0.0,89.076671,16.1,,
4.047332,1.686294,0.0,89.076671,16.1,,
4.049036,1.806356,0.0,89.076671,16.1,,
4.05086,1.867746,0.0,89.076671,16.1,,
4.052758,1.748705,0.0,89.076671,16.1,,
4.05459,1.658814,0.0,89.076671,16.1,,
4.056267,1.721295,0.0,89.076671,16.1,,
4.058006,1.836806,0.0,89.076671,16.1,,
4.059873,1.956847,0.0,89.076671,16.1,,
4.061853,2.135479,0.0,89.076671,16.1,,
4.064012,1.835796,0.0,89.076671,16.1,,
4.06587,2.092528,0.0,89.076671,16.1,,
4.067986,1.850486,0.0,89.076671,16.1,,
4.069859,1.974257,0.0,89.076671,16.1,,
4.071853,1.811406,0.0,89.076671,16.1,,
4.073767,1.811825,0.0,89.076671,16.1,,
4.075597,1.877706,0.0,89.076671,16.1,,
4.077495,1.698575,0.0,89.076671,16.1,,
4.079212,1.832525,0.0,89.076671,16.1,,
4.081064,1.851446,0.0,89.076671,16.1,,
4.082934,1.648854,0.0,89.076671,16.1,,
4.084602,1.777385,0.0,89.076671,16.1,,
4.0864,1.947206,0.0,89.076671,16.1,,
4.088366,1.677725,0.0,89.076671,16.1,,
4.090062,1.781645,0.0,89.076671,16.1,periodic:willneed,
5.030022,2.769604,0.0,89.076671,16.1,,
5.032831,2.242359,0.0,89.076671,16.1,,
5.035103,2.064028,0.0,89.076671,16.1,,
5.037198,2.36861,0.0,89.076671,16.1,,
5.039593,1.916057,0.0,89.076671,16.1,,
5.041533,1.865446,0.0,89.076671,16.1,,
5.043422,1.736905,0.0,89.076671,16.1,,
5.045182,1.981687,0.0,89.076671,16.1,,
5.047188,1.795436,0.0,89.076671,16.1,,
5.049006,1.695995,0.0,89.076668,16.1,,
5.050814,1.842746,0.0,89.076668,16.1,,
5.052679,1.792025,0.0,89.076668,16.1,,
5.054495,1.727755,0.0,89.076668,16.1,,
5.056245,1.740965,0.0,89.076668,16.1,,
5.058007,1.787276,0.0,89.076668,16.1,,
5.05982,1.883946,0.0,89.076668,16.1,,
5.061726,1.709395,0.0,89.076668,16.1,,
5.063457,1.790116,0.0,89.076668,16.1,,
5.065269,1.718315,0.0,89.076668,16.1,,
5.067009,1.795435,0.0,89.077433,16.1,,
5.068892,1.691655,0.0,89.077433,16.1,,
5.070605,1.743425,0.0,89.077433,16.1,,
5.072369,1.702135,0.0,89.077433,16.1,,
5.074092,1.871736,0.0,89.077433,16.1,,
5.075986,1.740885,0.0,89.077433,16.1,,
5.077753,1.749525,0.0,89.077433,16.1,,
5.079523,1.720435,0.0,89.077433,16.1,,
5.081264,1.858196,0.0,89.077433,16.1,,
5.083144,1.712514,0.0,89.077433,16.1,,
5.084877,1.651814,0.0,89.077433,16.1,,
5.086613,1.793515,0.0,89.077433,16.1,,
5.088427,1.806736,0.0,89.077433,16.1,,
5.090257,1.717565,0.0,89.077433,16.1,,
5.091995,1.797445,0.0,89.077433,16.1,,
5.093816,1.713505,0.0,89.077433,16.1,,
5.09555,1.725035,0.0,89.077433,16.1,,
5.097298,1.641194,0.0,89.077433,16.1,,
5.098961,1.657634,0.0,89.077433,16.1,,
5.100639,1.659294,0.0,89.077433,16.1,,
5.102319,1.731134,0.0,89.077433,16.1,,
5.104139,1.709495,0.0,89.077433,16.1,,
5.10587,1.704655,0.0,89.077433,16.1,,
5.107596,1.829036,0.0,89.077433,16.1,,
5.109446,1.917296,0.0,89.077433,16.1,,
5.111386,1.705394,0.0,89.077433,16.1,,
5.113112,1.668635,0.0,89.077433,16.1,,
5.114802,1.746475,0.0,89.077433,16.1,,
5.11657,1.867006,0.0,89.077433,16.1,,
5.11846,1.892187,0.0,89.077433,16.1,,
5.120375,1.696984,0.0,89.077624,16.1,,
6.050253,2.782854,0.0,89.077624,16.1,,
6.053077,2.26558,0.0,89.077624,16.1,,
6.055381,2.127689,0.0,89.077624,16.1,,
6.057538,1.972507,0.0,89.077624,16.1,,
6.059536,1.780605,0.0,89.077624,16.1,,
6.061341,1.836606,0.0,89.077624,16.1,,
6.063202,1.735215,0.0,89.077624,16.1,,
6.06496,1.672464,0.0,89.077624,16.1,,
6.066655,1.783756,0.0,89.077624,16.1,,
6.068471,2.083528,0.0,89.077293,16.1,,
6.070687,2.005857,0.0,89.077293,16.1,,
6.072717,1.711075,0.0,89.077293,16.1,,
6.07445,1.756975,0.0,89.077293,16.1,,
6.076228,1.875926,0.0,89.077293,16.1,,
6.078128,1.748575,0.0,89.077293,16.1,,
6.079899,1.722425,0.0,89.077293,16.1,,
6.081644,1.870896,0.0,89.077293,16.1,,
6.083546,2.104438,0.0,89.077293,16.1,,
6.085679,2.003847,0.0,89.077293,16.1,,
6.087708,1.733435,0.0,89.077484,16.1,,
6.089548,1.767405,0.0,89.077484,16.1,,
6.091339,1.941707,0.0,89.077484,16.1,,
6.093305,1.686335,0.0,89.077484,16.1,,
6.095015,1.735305,0.0,89.077484,16.1,,
6.096773,1.851726,0.0,89.077484,16.1,,
6.098647,1.726205,0.0,89.077484,16.1,,
6.100395,1.822736,0.0,89.077484,16.1,,
6.10224,1.732295,0.0,89.077484,16.1,,
6.103995,1.715705,0.0,89.077484,16.1,,
6.105741,1.871077,0.0,89.077866,16.1,,
