query_index,elapsed_sec,target_pressure_pct,actual_pressure_pct,latency_ms
1,0.0,0.0,0.0,8.2083
2,0.0084,0.01,0.0,3.8375
3,0.0123,0.015,0.0,3.0675
4,0.0154,0.018,0.0,2.3094
5,0.0178,0.021,0.0,2.0913
6,0.0199,0.024,0.0,2.1125
7,0.022,0.026,0.0,1.8853
8,0.024,0.028,0.0,1.8612
9,0.0258,0.031,0.0,2.643
10,0.0285,0.034,0.0,2.4689
11,0.031,0.037,0.031,2.1967
12,0.0333,0.04,0.031,2.176
13,0.0355,0.042,0.031,1.8776
14,0.0374,0.044,0.031,1.8555
15,0.0393,0.047,0.031,1.8949
16,0.0412,0.049,0.031,1.7222
17,0.043,0.051,0.031,1.7348
18,0.0447,0.053,0.031,1.7324
19,0.0465,0.055,0.031,1.7857
20,0.0483,0.057,0.031,1.6011
21,0.0499,0.059,0.031,1.7438
22,0.0517,0.061,0.031,1.635
23,0.0534,0.063,0.031,1.7077
24,0.0551,0.065,0.031,2.881
25,0.058,0.069,0.063,1.8402
26,0.0599,0.071,0.063,1.9206
27,0.0619,0.073,0.063,1.97
28,0.0639,0.076,0.063,1.8388
29,0.0657,0.078,0.063,1.7444
30,0.0675,0.08,0.063,1.6863
31,0.0692,0.082,0.063,1.695
32,0.0709,0.084,0.063,1.6097
33,0.0726,0.086,0.063,1.7524
34,0.0744,0.088,0.063,1.6143
35,0.076,0.09,0.063,1.5879
36,0.0776,0.092,0.063,1.6797
37,0.0793,0.094,0.063,1.7565
38,0.0811,0.096,0.063,1.7166
39,0.0828,0.098,0.063,2.9702
40,0.0859,0.102,0.063,2.3525
41,0.0883,0.105,0.096,2.0683
42,0.0904,0.107,0.096,1.7494
43,0.0922,0.109,0.096,2.0362
44,0.0943,0.112,0.096,1.8977
45,0.0962,0.114,0.096,1.8394
46,0.0981,0.116,0.096,1.9289
47,0.1,0.119,0.096,1.7021
48,0.1018,0.121,0.096,1.6456
49,0.1034,0.123,0.096,1.8275
50,0.1053,0.125,0.096,1.7527
51,0.1071,0.127,0.096,1.6706
52,0.1088,0.129,0.096,1.6194
53,0.1105,0.131,0.096,1.7216
54,0.1122,0.133,0.096,2.5835
55,0.1148,0.136,0.131,1.9827
56,0.1169,0.139,0.131,1.7784
57,0.1187,0.141,0.131,1.8178
58,0.1205,0.143,0.131,1.779
59,0.1223,0.145,0.131,1.6584
60,0.124,0.147,0.131,1.7465
61,0.1258,0.149,0.131,1.7775
62,0.1276,0.152,0.131,1.5927
63,0.1292,0.153,0.131,1.7301
64,0.131,0.156,0.131,1.7712
65,0.1328,0.158,0.131,1.8722
66,0.1347,0.16,0.131,1.8352
67,0.1366,0.162,0.131,1.8974
68,0.1385,0.164,0.131,1.687
69,0.1402,0.167,0.131,2.6713
70,0.1429,0.17,0.131,1.9906
71,0.145,0.172,0.164,1.7013
72,0.1467,0.174,0.164,1.5579
73,0.1483,0.176,0.164,1.6866
74,0.15,0.178,0.164,1.7583
75,0.1518,0.18,0.164,1.6523
76,0.1535,0.182,0.164,1.5732
77,0.1551,0.184,0.164,1.6608
78,0.1568,0.186,0.164,1.5449
79,0.1584,0.188,0.164,1.5101
80,0.1599,0.19,0.164,1.6118
81,0.1616,0.192,0.164,1.5655
82,0.1631,0.194,0.164,1.539
83,0.1647,0.196,0.164,1.5575
84,0.1663,0.197,0.164,1.7831
85,0.1681,0.2,0.164,1.7419
86,0.1699,0.202,0.164,2.6055
